,23/12/2016,22.5,38.3,0,,,WSW,46,14:06,29.9,21,,NNE,9,1011.2,36.9,17,,WSW,20,1008.1
,24/12/2016,19.1,36.2,0,,,WSW,26,14:06,26.9,41,,E,4,1013.5,35.6,24,,WSW,13,1011.1
,25/12/2016,16.9,41.3,0,,,SW,33,21:25,30.7,26,,E,7,1009.7,39.2,15,,WSW,15,1006.1
,26/12/2016,22.2,28.4,0.2,,,SE,48,1:37,22.3,76,,NNE,7,1010,28.1,61,,W,13,1007.8
,27/12/2016,21.1,29.9,5.8,,,NNE,54,22:35,22.8,81,,NE,13,1005.7,25,78,,E,9,1000.6
,28/12/2016,22.5,30.1,61.2,,,NNE,63,1:42,24.4,89,,NNW,13,998.5,28.8,60,,SSW,9,1000.5
,29/12/2016,17.2,30.8,3,,,SSW,37,18:17,22.9,51,,N,7,1004.2,30.7,26,,WNW,17,1003
,30/12/2016,17.9,24.3,0.2,,,WSW,33,10:42,19.1,75,,W,15,1005.5,22.6,64,,SW,11,1006.1
,31/12/2016,18.1,25.3,0,,,SW,33,17:59,18.7,70,,WSW,11,1009.1,23.5,54,,W,11,1007.7
,1/11/2016,11.8,18.8,0,,,W,37,4:47,14,66,,W,13,1016.2,16,55,,WSW,17,1016.3
,2/11/2016,10.2,19.5,0,,,SW,28,12:24,14.6,54,,WSW,11,1019.9,18.5,43,,W,11,1019.6
,3/11/2016,8.1,25.3,0,,,W,26,12:47,15.2,59,,NNE,9,1020.8,24.2,32,,WSW,11,1017.9
,4/11/2016,9.7,28.2,0,,,SSW,46,16:47,18.3,47,,NNE,9,1014.2,26.3,24,,WSW,22,1012.8
,5/11/2016,11,19.3,0,,,SW,39,1:49,14.9,53,,SSW,15,1020,18.6,48,,SW,17,1020
,6/11/2016,11.1,25.1,0,,,N,26,15:18,16,66,,WNW,11,1018,23.7,27,,WNW,7,1013.2
,7/11/2016,15.3,26.2,0,,,WSW,44,4:59,20.6,44,,SW,11,1005.4,22.3,49,,WSW,19,1004.5
,8/11/2016,9.7,19.3,0,,,WSW,39,15:49,13.8,49,,SSE,11,1014.2,18.4,46,,SW,20,1012.6
,9/11/2016,9,23.1,0,,,WSW,33,16:05,14.9,58,,N,6,1014.9,20.7,46,,SW,19,1010.8
,10/11/2016,9.8,25.1,0,,,SW,22,15:32,17.3,51,, ,Calm,1013,24.1,37,,SW,13,1009.9
,11/11/2016,13.9,32,0,,,SW,63,16:00,25.1,29,,E,11,1004.4,30.2,31,,NE,13,997.8
,12/11/2016,14.4,20.2,14,,,WSW,54,11:21,16.9,71,,W,20,1003.2,17.1,70,,W,24,1004.2
,13/11/2016,11.6,17.1,16.4,,,SSW,57,8:12,13.4,70,,SW,26,1009,15.6,61,,SW,28,1011.8
,14/11/2016,11.4,18.5,1.8,,,SW,37,15:24,14.4,58,,SW,19,1019.5,18.1,51,,SW,19,1020.2
,15/11/2016,10.3,19.5,0,,,WSW,28,12:41,14.1,65,,SW,7,1024,18.8,52,,WSW,15,1022.4
,16/11/2016,8.8,29.4,0,,,N,24,8:18,18.1,53,,NNE,6,1022.9,28.4,34,,W,13,1019.1
,17/11/2016,17,35.2,0,,,NW,44,11:23,27.5,23,,N,17,1015.1,34,12,,NW,20,1012.6
,18/11/2016,17.1,25.9,0,,,ENE,22,15:16,18.8,64,,NNE,4,1018,25.3,48,,WNW,11,1016.4
,19/11/2016,15,29.3,0,,,W,28,15:32,19.2,41,,SSW,4,1019.4,28.8,31,,WSW,11,1016
,20/11/2016,16.9,36.1,0,,,WSW,28,12:19,26,45,,WNW,2,1013.3,35.1,19,,WNW,11,1010
,21/11/2016,21.9,32,0,,,SW,39,14:27,29.7,27,,NNW,13,1006.1,28.8,27,,WSW,20,1008.2
,22/11/2016,14.4,17.8,0.8,,,SE,22,11:41,16.4,62,,E,4,1017.1,15.6,59,,SSE,11,1017.5
,23/11/2016,9.3,21.2,0.2,,,SW,33,15:10,15,43,,SSW,13,1022.3,20.1,34,,S,19,1020.7
,24/11/2016,8.1,21,0,,,WSW,37,15:16,15.4,49,,SW,7,1022.9,19.6,46,,WSW,17,1020.5
,25/11/2016,11.3,23.2,0,,,SW,30,14:38,16.2,56,,SSW,11,1022.7,22.5,38,,SSW,20,1021.4
,26/11/2016,9.3,24.8,0,,,WSW,28,13:44,16.1,52,,SE,6,1024.6,23.2,40,,ENE,9,1021
,27/11/2016,9.2,27.9,0,,,WNW,26,14:26,17.6,49,,S,6,1020.8,27.7,16,,WSW,11,1017.2
,28/11/2016,12.2,29.5,0,,,WSW,31,15:15,22.2,29,,NNE,2,1014.4,29,20,,SW,17,1012.9
,29/11/2016,12.8,27.3,0,,,SW,30,14:30,21.2,32,,SW,4,1012.5,25.8,31,,SW,17,1011.5
,30/11/2016,13,23.4,0,,,WSW,43,14:18,16.4,64,,NW,2,1012.5,23.1,44,,SW,22,1010.4
,1/10/2016,10.3,21.8,4.2,,,NNE,56,23:20,13.4,55,,NW,11,1008.2,19.6,42,,NNW,13,1004.6
,2/10/2016,12.9,20.7,0,,,N,44,0:47,19.8,35,,NNW,11,996.1,17.7,56,,WSW,15,996.7
,3/10/2016,7.7,15,27.6,,,W,54,11:46,9.1,95,,WNW,19,1001.4,12,76,,W,24,1004.8
,4/10/2016,9.1,16.4,11.8,,,W,65,11:17,12.2,93,,W,15,1008.3,15.3,54,,WSW,26,1013.6
,5/10/2016,8.1,20.6,0,,,W,35,12:35,11.3,75,,N,9,1019.6,20,43,,WNW,17,1019.3
,6/10/2016,11.2,28.8,0,,,NNE,46,12:59,20.6,39,,NNE,13,1017.9,28,24,,N,24,1014.6
,7/10/2016,16.5,24,0,,,N,30,23:14,20.6,35,,N,11,1016,23,42,,NW,7,1015.6
,8/10/2016,10,26.1,0,,,N,30,16:12,14.8,54,,ENE,9,1021.8,23.5,35,,NE,11,1017.3
,9/10/2016,14.8,26.4,0,,,NNE,54,8:03,25.5,30,,N,22,1002.3,17.5,89,,W,19,1009.4
,10/10/2016,11.8,16.5,2,,,W,50,14:58,12.7,70,,WSW,15,1015.5,14.9,46,,WSW,28,1017.3
,11/10/2016,10.8,16.8,0.4,,,SW,37,1:29,12.5,62,,SSW,19,1023.4,15.4,50,,SW,20,1023.5
,12/10/2016,10.2,17.2,0.8,,,WSW,30,12:13,12.9,76,,S,9,1023.3,16.1,59,,SW,17,1023.3
,13/10/2016,6.4,19.6,0.6,,,WSW,28,15:40,13,67,,SSW,6,1026.5,18.3,48,,WSW,15,1023.9
,14/10/2016,11.7,25.5,0,,,N,31,11:06,18.3,31,,NNE,13,1022.4,24.9,34,,WNW,17,1018.3
,15/10/2016,16.8,28.3,0,,,N,54,12:05,20.3,20,,NNE,19,1012.8,27.4,16,,N,30,1006.8
,16/10/2016,12.5,15.4,1.2,,,SW,44,19:15,12.5,85,,NW,13,1005.4,11.7,90,,WSW,17,1005.1
,17/10/2016,8.5,16.2,14.2,,,NW,43,13:30,14.4,56,,W,17,1014.4,14.2,67,,W,17,1014.4
,18/10/2016,10,15.4,4.2,,,WSW,59,12:12,12.6,72,,WNW,19,1015.3,13.3,67,,SW,19,1017.5
,19/10/2016,4.9,20,3.8,,,N,28,12:10,10.7,64,,NNE,7,1022.6,17.7,37,,NNW,13,1019.3
,20/10/2016,9.1,30.8,0,,,NNE,57,14:51,20,38,,NE,9,1013.2,29.7,23,,N,28,1006.5
,21/10/2016,10.6,16.5,9.4,,,WSW,43,12:23,11.9,88,,SW,9,1016.1,15.5,46,,WSW,22,1017.5
,22/10/2016,6.5,15.8,0.2,,,SSW,35,13:33,11.5,54,,SSE,13,1027.3,14.2,44,,SE,13,1027.2
,23/10/2016,7.2,17.6,0,,,ESE,28,16:41,11.3,54,,ESE,6,1029.8,17.2,39,,S,7,1026.5
,24/10/2016,8,23.1,0,,,N,35,10:16,15.6,43,,NNE,11,1022.1,22.3,24,,NNW,11,1017.4
,25/10/2016,15.6,27.8,0,,,N,37,2:03,21,22,,NNE,15,1011.5,27.3,16,,NNW,17,1009
,26/10/2016,14.2,19,0,,,SSW,35,14:01,15.4,77,,SSW,13,1015.3,18.1,49,,SW,20,1017.1
,27/10/2016,9.5,20.8,0,,,SSE,26,8:06,15,53,,E,11,1022.5,20.2,38,,S,7,1019.2
,28/10/2016,8.6,22.1,0,,,WSW,26,15:10,16.1,58,,SSW,7,1020.2,21.6,35,,SW,15,1017.8
,29/10/2016,8.8,30,0,,,NE,46,13:31,21.3,31,,NE,11,1014,29.6,16,,NNE,17,1006.7
,30/10/2016,15.4,18.2,0,,,WSW,59,12:16,17.1,65,,WNW,22,1008.5,15.4,45,,WSW,30,1011.9
,31/10/2016,10.5,18.4,0.6,,,W,41,0:45,13.3,47,,WSW,15,1018.5,17.2,46,,W,13,1017.2
,1/09/2016,9.2,19.4,0.2,,,SSW,24,14:01,15.3,66,,NE,7,1018,17.5,54,,E,11,1013.2
,2/09/2016,9.6,18.8,0.2,,,SW,31,14:20,14.8,68,,SSW,2,1011.7,17.4,57,,SW,15,1009.2
,3/09/2016,9.2,15.7,0.4,,,SW,50,14:02,13.2,83,,WNW,15,1014.4,14.4,54,,WSW,26,1016.8
,4/09/2016,8.7,17.1,1,,,WNW,24,15:31,12.3,77,,N,4,1027.3,16.1,54,,WNW,13,1026.9
,5/09/2016,6.4,20.1,0,,,N,24,10:12,13.4,66,,N,9,1030.2,19.2,40,,N,9,1026.8
,6/09/2016,8.2,22.6,0,,,ENE,22,23:28,17.2,43,,NE,9,1028.1,22.1,34,,N,6,1025
,7/09/2016,11.6,25,0,,,N,46,22:49,20,36,,NNE,13,1023.6,24.5,30,,NNE,22,1017.9
,8/09/2016,16.1,20.1,1.2,,,NNE,37,0:08,17.6,67,,NE,6,1015,19.9,68,,NNE,15,1010.2
,9/09/2016,10.7,16.7,30.4,,,SW,35,13:28,13.1,77,,SW,17,1015.2,16.3,65,,WSW,19,1015.6
,10/09/2016,10.8,15.6,0.2,,,W,24,5:58,12.7,58,,SW,13,1022.7,14.4,59,,W,11,1020.7
,11/09/2016,6.1,18,0,,,WNW,26,13:35,12.9,68,,N,7,1021.2,17.3,50,,W,9,1019.1
,12/09/2016,10.8,12.9,0,,,ESE,26,23:56,12.6,80,,ENE,4,1020.4,11.9,82,,ESE,6,1018.6
,13/09/2016,9,13.7,6.2,,,SW,35,14:42,11,76,,N,6,1016.4,9.5,96,,WSW,17,1011.4
,14/09/2016,8.6,11.9,15.6,,,WNW,61,10:34,9,84,,WSW,30,1010,10.6,92,,WSW,26,1008.6
,15/09/2016,8.9,15.4,16.6,,,SW,31,3:34,11.8,85,,SW,13,1016.2,14.1,56,,WSW,15,1015.2
,16/09/2016,6.6,19,0,,,N,31,11:23,12.7,70,,N,11,1018.8,18.7,30,,NNW,17,1016
,17/09/2016,12.2,20.9,0,,,WSW,31,13:42,16.9,43,,N,9,1015,15.8,64,,SW,19,1012.7
,18/09/2016,7.8,13.8,2.4,,,SW,33,11:04,11.7,65,,SW,13,1017.6,12,74,,SW,13,1016.1
,19/09/2016,6.7,16.4,0.4,,,N,31,15:15,11.2,65,,N,15,1014.4,15.9,40,,N,15,1010
,20/09/2016,11.2,18.4,0.4,,,WSW,31,21:27,12.8,72,,N,9,1010.8,17,68,,NW,11,1007.3
,21/09/2016,10.8,14,1.6,,,SW,41,14:42,12.3,58,,SSW,17,1016.9,12.7,56,,SW,20,1018.1
,22/09/2016,6.5,15.5,0,,,WSW,24,14:21,12,60,,SSW,11,1022.5,15,49,,WSW,9,1019.6
,23/09/2016,5.6,20.8,0,,,N,37,9:49,15.1,47,,NE,15,1013.9,20.6,43,,NNW,13,1008.4
,24/09/2016,12.5,16.6,2.4,,,WSW,35,12:16,12.7,92,,NNE,9,1006.9,15.4,67,,WSW,19,1006.6
,25/09/2016,8.2,17,2,,,SW,33,11:15,10.5,77,,S,15,1016.9,16.2,49,,WSW,15,1014.1
,26/09/2016,8.3,17.6,0,,,WSW,43,13:43,13.9,44,,N,11,1012.6,15.4,50,,WSW,20,1012.1
,27/09/2016,7.9,18.3,0,,,SW,39,0:09,13.7,60,,NW,9,1016.9,15.7,49,,NW,9,1014.8
,28/09/2016,7,19.9,0,,,N,50,14:24,18.2,38,,NE,15,1003.4,17.2,61,,ENE,19,989.8
,29/09/2016,7.6,15.8,37.8,,,WSW,69,10:01,11.2,80,,WSW,31,982.3,11.1,94,,WSW,13,986.4
,30/09/2016,9.1,15.6,12.2,,,WSW,50,9:07,13.3,83,,SW,22,1002.5,13.7,70,,SW,20,1005
,1/08/2016,11.8,13.9,11,,,SSW,44,14:11,12.7,94,,WSW,9,1013.5,12.5,79,,SSW,11,1014.8
,2/08/2016,4.8,14.9,1.8,,,SSW,35,12:01,10,69,,SSW,9,1027.2,13.6,63,,SW,24,1026.4
,3/08/2016,6.5,15.2,0,,,E,81,11:03,11.6,77,,SW,9,1030.7,13.9,48,,SSE,9,1029.2
,4/08/2016,5.4,12.6,0.4,,,NE,22,10:02,9.5,78,, ,Calm,1031.2,12.1,50,,ESE,7,1029.5
,5/08/2016,3.7,14.7,0,,,N,24,11:13,10,60,,NE,6,1030.4,14.2,46,,NNW,7,1027.8
,6/08/2016,3.4,17.2,0,,,NNW,28,14:21,11.2,60,,NNE,6,1026.6,16.2,40,,NW,13,1023.5
,7/08/2016,5,19.5,0,,,N,31,13:53,13.5,49,,NE,9,1023.6,19,36,,NNW,17,1020.8
,8/08/2016,12.8,22,0,,,NNE,37,23:44,17.1,35,,NNE,11,1019.6,21.4,36,,NNW,13,1015.9
,9/08/2016,13.2,18.7,0.6,,,WSW,57,16:35,14,70,,NE,9,1008.9,12.6,78,,WNW,19,1007.7
,10/08/2016,9.1,15,3.6,,,NW,56,13:07,11.6,78,,NW,17,1013.6,13.2,74,,W,31,1013.6
,11/08/2016,6.2,16,8.2,,,WSW,39,0:27,11.3,86,,NNW,4,1023.2,15.1,53,,W,11,1022.8
,12/08/2016,8.1,18,0,,,NNW,48,12:09,12.2,65,,NNW,13,1021.2,17.8,47,,NW,15,1018.5
,13/08/2016,7.9,15.8,0,,,WNW,30,11:45,10.2,96,,N,4,1025.7,15.3,56,,WNW,11,1024.9
,14/08/2016,7.8,17,0,,,WNW,20,12:12,11.2,75,,NNE,9,1030.6,16.5,42,,NNW,9,1028.3
,15/08/2016,4.8,20.8,0,,,NNW,26,16:21,14.8,47,,NNE,9,1028.9,20.5,33,,NNW,13,1025
,16/08/2016,10.2,22.6,0,,,N,41,12:31,17.6,33,,NNE,15,1022.3,20.5,29,,N,15,1018.9
,17/08/2016,7.8,21.8,0.8,,,NNE,26,15:27,14.8,65,, ,Calm,1022.8,20.9,40,,N,13,1018.8
,18/08/2016,12.2,24.7,0,,,NE,63,10:12,20.1,32,,N,22,1010.8,23.2,28,,N,24,1006.9
,19/08/2016,8.6,14.3,16.8,,,W,57,14:45,10.4,87,,WNW,11,1011.3,9.8,84,,WNW,19,1012.3
,20/08/2016,7.6,15.6,7,,,W,41,0:53,12.1,72,,W,15,1019.1,13.1,81,,WSW,11,1018.2
,21/08/2016,7.5,17.2,0.2,,,W,28,14:00,11.1,74,,NNE,7,1017.8,16.6,42,,WNW,17,1014.1
,22/08/2016,4.8,17.6,0,,,WSW,20,13:33,12,57,,NE,2,1014.7,16.5,38,,SW,13,1013.4
,23/08/2016,4.8,16.7,0,,,SE,24,17:26,11.7,72,,NNW,7,1017.8,15.1,53,,SW,13,1015.6
,24/08/2016,6.9,16.6,0,,,WSW,26,13:24,11.7,70,, ,Calm,1016.4,14,52,,ENE,7,1014.6
,25/08/2016,3.9,15.5,0,,,SSW,31,16:17,10.6,64,,N,2,1020.6,14.8,54,,SW,15,1020
,26/08/2016,5.8,14.2,0,,,NW,20,14:58,9.3,77,,ENE,2,1026.1,13.3,47,,WNW,9,1023.6
,27/08/2016,3.9,18.4,0,,,N,35,12:36,12.5,50,,NNE,9,1023,17.3,28,,NW,15,1018.9
,28/08/2016,7.9,21.8,0,,,NNE,37,13:19,17.2,30,,NE,11,1018.1,21.5,30,,NE,17,1013.8
,29/08/2016,12.8,22.4,1.6,,,NE,46,19:38,17.2,37,,NNE,13,1016.3,20.1,34,,NE,15,1011.4
,30/08/2016,12.7,19.9,5.8,,,NW,35,17:06,13.7,96,,NNE,9,1012.9,18.9,64,,NNW,15,1010.6
,31/08/2016,11.9,16.8,1,,,SW,28,15:03,14.3,80,,WNW,11,1018.5,15.2,79,,SW,13,1017.7
,1/07/2016,6.1,14.2,2.6,,,WNW,24,20:01,9.1,90,,NNE,6,1026.1,14.2,69,,W,7,1025.8
,2/07/2016,9.1,15.7,1.4,,,W,30,14:24,11.8,94,,N,6,1030.2,15.5,63,,NW,11,1028.6
,3/07/2016,10.2,15.8,0,,,NNW,28,13:14,11,75,,N,11,1027.1,15.3,55,,NNW,11,1022.1
,4/07/2016,9.6,11.5,0.2,,,W,43,17:40,10,86,,N,9,1015,10.1,90,,SW,19,1010
,5/07/2016,6.2,14,37.6,,,SSW,57,2:48,10.2,95,,SW,7,1016.8,12.1,85,,SW,17,1018.8
,6/07/2016,6.2,14.5,2.4,,,SW,24,15:23,9,97,, ,Calm,1024.7,13.7,75,,S,7,1023.4
,7/07/2016,5.4,14.7,1.6,,,W,22,15:28,7.7,93,, ,Calm,1024.8,13.4,65,,WNW,9,1021.6
,8/07/2016,3.1,14.4,0,,,WNW,17,12:10,7.6,81,, ,Calm,1023.6,13.3,66,,W,6,1022.5
,9/07/2016,4.7,14.4,0,,,NNE,37,20:15,10.7,65,,NE,7,1023.8,13.7,55,,NE,11,1018.1
,10/07/2016,10.7,15.9,6.6,,,NNE,46,2:32,13.5,64,,NNE,17,1008.6,15,67,,N,20,1004.6
,11/07/2016,10.4,15.8,1.4,,,NNW,44,11:48,11.7,64,,NNW,19,1005.5,15.1,66,,NW,20,1003.8
,12/07/2016,8,11,6,,,SW,70,12:12,9.8,62,,W,22,1006.7,9.4,60,,W,30,1011
,13/07/2016,6.4,13.8,7,,,W,48,0:22,11,61,,SW,15,1026.9,13.2,54,,WSW,17,1028.9
,14/07/2016,6,13.7,0.6,,,NNW,26,12:20,8.3,88,,NNE,6,1034.5,13.3,58,,W,15,1032.3
,15/07/2016,7.3,14.3,0.2,,,WNW,22,12:19,10.2,58,,NNE,6,1034.7,13.8,46,,WNW,6,1032
,16/07/2016,2,16.1,0,,,N,20,11:44,7.4,73,, ,Calm,1032.2,16,40,,NNW,6,1028.4
,17/07/2016,2.8,16.9,0,,,NE,28,12:12,10.5,65,,NNE,7,1026.1,16.2,36,,N,15,1021.6
,18/07/2016,8.8,19.9,0,,,N,26,12:41,13.9,66,,NNE,6,1021.5,18.3,47,,W,15,1019.3
,19/07/2016,8.7,20.2,0,,,WSW,19,14:21,11.5,83,, ,Calm,1021.7,17.9,58,,SW,9,1019.4
,20/07/2016,11.4,18.5,5,,,NE,22,14:14,15.6,76,,NE,4,1020.4,17.3,70,,E,11,1018.5
,21/07/2016,13,22.7,0,,,WNW,37,23:15,16.8,73,,NE,7,1014.1,21.8,61,,N,15,1008.6
,22/07/2016,14,15.7,0.6,,,W,72,18:31,14.2,81,,NW,15,1004.4,13.1,85,,NW,17,1000.8
,23/07/2016,9.2,13.9,4.2,,,W,41,0:44,10.2,77,,SSW,4,1014.3,13.2,49,,W,13,1015.1
,24/07/2016,6.2,13.1,0,,,W,65,13:16,10,73,,N,17,1008.6,12.3,65,,W,20,1008.5
,25/07/2016,7.4,12.7,11.4,,,WSW,46,20:36,12,75,,WNW,15,1015.8,12.4,87,,NW,20,1012.2
,26/07/2016,8.1,11.8,8.8,,,NNW,46,17:44,9.4,82,,N,7,1016,10.6,82,,NNW,13,1010.5
,27/07/2016,9.1,14.1,10.4,,,SW,39,4:52,11.3,68,,SSW,9,1022.7,13.2,57,,WSW,13,1025.3
,28/07/2016,10.4,14.2,0.2,,,W,24,13:55,12.4,82,,NW,9,1029.5,13.7,63,,NW,11,1027.5
,29/07/2016,9.7,16.1,0,,,NW,20,12:57,10.5,78,, ,Calm,1026.5,14.9,61,,NW,9,1023.2
,30/07/2016,9.2,17.4,0,,,N,44,11:17,14,48,,N,17,1018.6,16.1,57,,N,13,1013.8
,31/07/2016,12,16.8,3.8,,,N,26,15:14,13.5,87,,NNE,9,1016.9,16.4,74,,N,13,1012.5
,1/06/2016,9.5,20,0.2,,,NNE,20,12:56,14.8,70,,NE,6,1025.7,19.3,49,,N,7,1023
,2/06/2016,9.6,19,0.2,,,NNE,20,13:36,14.3,67,,NE,4,1024.4,12.7,93,, ,Calm,1022.4
,3/06/2016,6.7,17.9,18.4,,,E,28,15:48,12.4,83,, ,Calm,1023.2,17.3,59,,WNW,7,1020
,4/06/2016,5.7,16.7,0,,,WSW,24,16:03,10.3,82,, ,Calm,1018.8,15.7,65,,WSW,13,1013.8
,5/06/2016,9.7,15.8,0.2,,,W,44,23:32,11.6,85,,N,11,1007.7,15.1,66,,WSW,20,1005.5
,6/06/2016,10.8,15.9,11.4,,,W,50,3:47,12.6,93,,W,13,1006.8,15.3,66,,SW,20,1007.2
,7/06/2016,12,17,1.6,,,SW,30,9:21,14.3,71,,WSW,13,1011.8,15.4,63,,WSW,13,1009.9
,8/06/2016,11.6,18,3.8,,,N,50,23:47,12.3,93,,NE,13,1002.4,17.8,65,,NNW,17,998.5
,9/06/2016,11.6,15.7,5.2,,,SSW,50,14:17,14.4,88,,SW,15,1005.6,14.7,65,,SW,19,1013.9
,10/06/2016,12.3,16.2,2.4,,,NW,39,15:32,13.7,74,,WNW,9,1021.7,15.5,70,,WNW,17,1021.7
,11/06/2016,7.6,16.1,1.8,,,SW,35,11:49,12.3,77,, ,Calm,1030.6,15.4,57,,S,9,1031.2
,12/06/2016,5.8,15.4,0,,,ESE,20,10:06,10.5,75,, ,Calm,1038.3,14.7,42,,NNE,9,1035.2
,13/06/2016,3.6,14.7,0,,,NNE,30,11:31,8.6,58,,NE,9,1034.2,13.7,40,,NNE,9,1030.6
,14/06/2016,5.3,20.8,0,,,NNE,19,1:10,12.7,71,, ,Calm,1033.4,20.1,47,,SW,9,1030.9
,15/06/2016,9,20.3,0,,,NNE,30,23:36,13.6,56,,NNE,4,1029.9,20,41,,N,13,1024.5
,16/06/2016,13.4,16,2.4,,,NE,33,0:56,15.3,77,,NNE,9,1015.4,15.1,82,,N,9,1010.1
,17/06/2016,13.6,17.1,4,,,S,20,15:36,14.6,96,, ,Calm,1013.3,16.4,71,,SSE,7,1012.9
,18/06/2016,11,15.4,0,,,E,28,11:49,12.9,58,,SSE,7,1019.7,14.8,53,,E,11,1018.4
,19/06/2016,7,15.1,0,,,S,20,12:52,11.4,78,, ,Calm,1019.1,14.3,56,,SSE,7,1015.1
,20/06/2016,6.2,15,0.6,,,WNW,26,14:42,10.5,92,,NNW,4,1013.1,12.7,86,,W,11,1009.8
,21/06/2016,9.7,14.2,3.8,,,WNW,39,16:46,11.1,87,,N,11,1003.2,13.5,94,,NW,9,1001.4
,22/06/2016,10.2,16.5,11.8,,,WNW,39,12:44,13.5,67,,W,9,1010.3,15.5,63,,WNW,17,1010
,23/06/2016,10.8,12.6,2.6,,,NNW,48,10:35,11.6,76,,N,17,1005.1,10.1,95,,WSW,17,1002.6
,24/06/2016,7.5,12.8,20,,,WSW,63,1:57,10.1,61,,SW,22,1015,12.6,58,,SW,19,1018.2
,25/06/2016,4.2,13.6,0.6,,,N,22,11:48,8.8,84,,ENE,2,1025.5,12.5,60,,N,9,1022.4
,26/06/2016,8.8,14.3,0,,,W,30,14:53,10.5,64,,N,9,1019.1,12.6,63,,NW,17,1016
,27/06/2016,8.5,15.4,2.6,,,SW,24,12:26,10.4,94,,NE,2,1021.2,14.9,54,,SW,9,1021.4
,28/06/2016,8.9,16.2,0,,,WNW,28,14:10,10.5,76,,N,9,1027.5,15.6,56,,NW,11,1026.2
,29/06/2016,6.2,13.2,0,,,NNW,50,15:48,11.2,62,,N,11,1025.1,13,54,,N,22,1019.2
,30/06/2016,9.9,14.4,1.6,,,W,50,14:05,12.1,87,,NW,17,1012.9,13.2,53,,WSW,24,1014.9
,1/05/2016,12.9,18.3,1.6,,,WNW,50,5:59,14.3,69,,WSW,11,1016.9,17.7,36,,SSW,9,1017.1
,2/05/2016,12.4,19.8,0,,,WNW,43,15:23,14.3,63,,N,13,1014.8,19.2,57,,WNW,19,1011.5
,3/05/2016,14.3,19.6,0.8,,,WNW,54,13:35,16.2,87,,NW,15,1007.7,17.2,86,,W,20,1008
,4/05/2016,11.1,18.5,5.2,,,SW,28,0:25,14.1,82,,NNE,7,1017.4,17.6,67,,NW,11,1015.7
,5/05/2016,12.9,24.5,0,,,NW,39,13:35,17.7,57,,NNE,11,1016.2,24.2,38,,NW,13,1012.2
,6/05/2016,12.1,25,0,,,N,20,11:49,17.6,65,,NE,7,1016,23,52,,WNW,7,1013.1
